Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,ME1 OP5,ME1 OP6,ME1 OP7,ME1 OP8,ME1 OP9,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME2 OP6,ME2 OP7,ME2 OP8,ME2 OP9,ME2 OP10,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME3 OP6,ME3 OP7,ME3 OP8,ME3 OP9,ME3 OP10,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,ME4 OP6,ME4 OP7,ME4 OP8,ME4 OP9,ME4 OP10,ME5 OP1,ME5 OP2,ME5 OP3,ME5 OP4,ME5 OP5,ME5 OP6,ME5 OP7,ME5 OP8,ME5 OP9,ME5 OP10,ME6 OP1,ME6 OP2,ME6 OP3,ME6 OP4,ME6 OP5,ME6 OP6,ME6 OP7,ME6 OP8,ME6 OP9,ME6 OP10,ME7 OP1,ME7 OP2,ME7 OP3,ME7 OP4,ME7 OP5,ME7 OP6,ME7 OP7,ME7 OP8,ME7 OP9,ME7 OP10,ME8 OP1,ME8 OP2,ME8 OP3,ME8 OP4,ME8 OP5,ME8 OP6,ME8 OP7,ME8 OP8,ME8 OP9,ME8 OP10,ME9 OP1,ME9 OP2,ME9 OP3,ME9 OP4,ME9 OP5,ME9 OP6,ME9 OP7,ME9 OP8,ME9 OP9,ME9 OP10,BIG LoOP,ME10 OP2,ME10 OP3,ME10 OP4,ME10 OP5,ME10 OP6,ME10 OP7,ME10 OP8,ME10 OP9,BIG HiOP
199505,   1.8360,   2.6291,   2.2225,  -0.1102,   1.1422,   1.9637,   3.3428,   1.0452,   1.3799,   1.8570,   1.7517,   1.0515,   4.5247,   1.2967,   2.9114,  -0.0203,   0.2933,  -0.1014,   3.0609,   3.3760,  -0.3181,   1.1738,   2.6574,   2.1230,   4.1793,   1.2070,   2.5183,   2.6762,   4.9419,  -0.0071,   6.1932,   1.4469,  -0.1341,   1.3454,  -1.8446,   3.2517,   2.1780,   1.7580,  -1.3892,   2.7005,  -0.0489,   0.3142,   3.7172,  -3.8218,   1.6011,  -0.9020,   3.1293,   1.4563,   5.8128,   1.7757,   1.8022,  -0.6553,   1.4270,   4.1762,   2.7884,   1.5938,   4.5436,   2.6409,   1.6832,   1.5710,   1.7388,   1.3228,   1.6707,  -0.4289,   0.8520,   6.5794,   1.5760,   2.8930,   3.5455,   4.6846,  -2.5812,   2.2252,   1.1040,   1.1815,   4.7435,   2.9626,   3.3695,   3.7121,   3.5602,   4.6816,  -3.9485,   4.5339,   3.0213,   4.6828,   2.6924,   5.2845,   5.4641,   3.5031,   2.6407,   2.4082,   4.4337,   3.7922,   5.3616,   4.5346,   2.7273,   3.6356,   4.1556,   4.9585,   3.3633,   5.9877
199506,   8.6059,   5.9375,   5.1305,   5.3421,   5.6704,   4.5602,   5.4072,   6.3223,   4.9105,   6.5895,   7.2484,   3.3680,   3.4988,   4.4308,   1.7349,   6.1040,   2.9648,   2.7284,   3.9967,   5.6775,   9.5324,   4.2307,   4.9468,   7.5854,   3.3756,   2.1665,   3.6484,   3.4044,   4.4674,   5.1857,  10.3864,   4.8206,   3.7935,   6.5313,   3.6300,   6.5058,   2.6892,   6.8056,   3.7902,   6.1301,   3.1308,   4.2758,   6.1451,   3.5664,   4.6847,   2.5883,   5.7437,   3.0686,  -0.5941,   5.2139,   6.8887,   4.6356,   2.5323,   4.4278,   4.9159,   1.4431,   5.2790,  -1.5345,   4.6813,   5.7090,   7.7932,   6.7012,   2.7765,   3.3883,   4.3167,   5.9376,   3.2992,   0.8767,   7.1879,   4.8097,   5.8441,   3.0583,   6.2190,   4.3492,  -0.3120,   1.5152,   9.6803,   1.6763,   4.5679,   2.4181,   3.3799,   3.0224,   0.5330,   1.0353,   3.2344,  -0.4303,   1.2937,   2.5406,   4.4816,   4.5386,   4.7504,   2.3864,  -1.3621,   2.1003,   5.8393,   3.7436,   0.0931,   1.4060,   2.4837,   3.0536
199507,   6.2710,   3.4233,   4.8109,   4.8493,   6.0203,   2.8796,   5.8188,   6.8631,   5.3842,   9.8844,   7.5717,   6.3762,   6.8796,   5.4872,   6.6450,   7.2403,   5.7885,   4.9092,   8.1245,   8.5833,   5.6250,   6.6350,   3.0428,   2.8982,   6.3175,   7.6606,   6.4812,   8.2294,   6.1056,   8.6447,   4.7347,   4.7353,   5.5325,   8.7012,   6.2281,   7.2103,   6.4790,   7.3717,   9.6177,   9.0389,   6.5779,   5.7559,   7.8450,   6.2880,   4.0966,   9.0082,   4.8539,   4.7835,   5.7860,   6.6458,   6.0789,   6.3596,   7.8339,   5.9752,   7.2588,   3.7867,   4.4199,   4.0887,   4.2215,   9.1317,  10.9530,   4.6878,   4.2800,   4.3557,   3.1712,   5.0417,   4.6558,   5.6360,   9.9268,   8.9864,   5.6238,   3.1689,   8.7132,   2.9282,   7.0424,   4.5798,   8.7012,   6.1383,   2.2895,   4.2264,  -2.0905,   4.4290,   4.1443,   2.4798,   2.7845,   3.9207,   4.5687,   3.5276,   3.9866,   4.4027,   4.0827,   3.8506,   0.2868,   4.4994,   2.6324,   3.8625,   1.7114,   4.3670,   3.5946,   2.8741
199508,   6.4462,   4.0033,   4.2475,   1.8958,   3.3076,   4.2741,   2.7958,   2.3676,   4.6332,   3.2612,   6.4022,   3.3863,   5.2386,   1.6932,   3.2250,   2.3510,   5.5355,   4.2001,  -0.3427,   4.7121,   4.9768,   2.2112,   1.3586,   0.5751,   0.9950,   2.6457,   0.5520,  -0.0531,   3.4669,   0.9634,   2.9907,   0.9861,   2.9640,   1.2249,   1.1185,   3.8948,   2.0045,   0.2291,   3.1120,   2.6306,   2.0432,   1.5546,   2.0254,   5.2963,   1.0072,   0.2778,   4.4594,   3.5906,   3.9387,   2.7001,   0.2970,  -0.7355,   2.2141,   1.6668,   2.5840,   2.4288,   1.6844,   0.6450,   1.4135,  -1.3046,   3.1766,   1.0602,   0.3013,   0.3416,  -1.7377,   2.3983,   2.3763,   0.5202,   2.8780,  -0.8842,   3.6415,   0.3143,   2.5195,   2.0570,   2.7127,  -0.6091,   0.8903,   2.0780,   1.5339,   1.9231,   5.5954,   4.7859,   2.5759,   1.7181,  -0.4502,   0.5625,   2.5286,   0.6540,   2.9386,   3.9371,   3.9420,   6.2599,  -0.1706,  -2.7688,  -1.3369,  -0.3516,   0.5430,  -1.1729,   2.0573,   2.8624
199509,   4.0118,   3.7444,   2.6356,   2.7473,   2.9189,   3.3351,   1.9849,   2.7050,   3.4090,   1.4512,   3.9461,   2.4529,   2.9207,   2.6211,   1.2615,   3.1096,  -0.9386,   2.4593,   2.1883,   2.6939,   2.5359,   2.2427,   2.5807,   1.1422,   0.9919,  -1.7736,  -0.5176,   1.7098,   2.9817,   1.4126,   1.2550,   2.3497,   1.7174,   3.5068,   2.5210,  -0.2402,   1.4057,  -0.6235,   4.2927,   2.3183,   1.5448,  -0.3772,   2.2788,   0.2162,   0.6297,   2.0288,   3.2549,   2.1656,   4.6951,   1.2230,   0.8285,   1.5432,   2.7029,   1.0594,   3.3090,   3.4294,   2.2571,   1.5747,   2.1926,  -1.1590,   1.4663,  -0.0855,   0.6387,   3.8326,   3.1282,   3.3494,   3.6040,   1.4727,   6.9406,   1.3029,   5.1931,   1.5734,   0.2325,   1.7272,   1.5200,   3.5502,   4.1496,   0.3990,   2.7814,   2.4665,   5.6516,   1.6878,   0.8554,   0.0581,   5.1961,   2.2530,   3.8912,   1.0671,   3.2970,   3.6676,   4.4618,   2.2793,   2.7065,   6.3083,   0.7910,   2.8819,   5.9046,   4.2049,   5.6620,   4.4039
199510,  -6.4029,  -4.3175,  -3.4767,  -2.7031,  -4.0376,  -2.0205,  -3.5743,  -3.4023,  -2.7619,  -6.9694,  -5.7241,  -6.2473,  -4.6268,  -4.1456,  -3.1976,  -3.2611,  -2.3371,  -4.3627,  -1.8868,  -4.8891,  -8.3658,  -8.9055,  -6.9409,  -5.4752,  -6.6572,  -7.6345,  -1.3978,  -4.4624,  -4.5469,  -4.8352,  -7.2276,  -4.1080,  -7.7317,  -7.2636,  -6.9654,  -2.6991,  -5.7684,  -4.1335,  -5.8147,  -7.1309,  -7.2819,  -4.4719,  -5.7835,  -2.4580,  -7.0778,  -1.4264,  -3.3454,  -2.1571,  -4.2282,  -3.8215,  -2.1856,   2.0044,  -3.0866,  -3.2601,  -2.0729,  -3.7320,  -0.9270,  -3.9758,  -2.3243,  -1.8319,   0.1677,  -1.3705,   0.0807,   0.7637,  -5.5065,  -4.4489,  -0.0632,  -0.6304,  -0.2489,  -2.4703,  -6.2026,  -4.7689,  -6.5085,  -0.8833,  -4.9297,  -1.4956,  -2.6158,  -2.4593,  -0.9596,  -4.7957,   0.6892,  -2.9028,  -4.5977,  -1.3042,  -1.2264,  -1.7007,  -3.7673,  -0.7061,  -2.7526,  -1.2302,   1.1320,  -3.6479,   1.1395,  -7.5470,  -1.6905,  -1.7048,   1.0682,  -1.5787,  -0.2354,   3.7455
199511,  -2.7080,   0.3599,   0.3398,  -0.6218,   2.1966,   1.6961,   0.3891,   0.4265,   1.9665,   1.7302,   0.5984,   2.3751,   4.3020,   3.7899,   0.6913,   2.7436,   2.7555,   3.0250,   2.2307,   0.6642,   3.0381,   9.7867,   1.1307,   3.8775,   3.7278,   3.9553,   7.5289,   8.4938,   0.6709,   1.8721,   6.7197,   7.3404,   6.4066,   1.7650,   2.5606,   5.6632,   3.9355,   3.4155,   5.8821,   7.2725,   5.3952,   4.5311,   4.4289,   4.2452,   3.6819,   0.2976,  -0.3819,   4.0692,   5.2445,   6.3057,  10.9801,  11.1924,   5.2766,   8.8276,   3.0449,   4.8677,   1.0808,   6.8984,   3.3247,   7.2683,   2.0360,   4.8871,   4.1985,   6.2189,   5.9966,   4.4750,   4.0773,   3.7858,   2.7266,   8.1793,  -0.7034,   4.3914,   0.2014,   5.1115,   5.9230,   6.2035,   5.8110,   4.1857,   3.2552,   5.2505,   1.2780,   5.6321,   6.5628,   7.2519,   2.4962,   4.3793,   4.7488,   6.3160,   4.4331,   6.0998,   5.8988,   6.1789,  10.4239,   7.5095,   6.5535,   3.6207,   4.8400,   4.4575,   4.5235,   3.1480
199512,  -0.5592,  -1.1922,  -0.4550,   0.4915,   0.9731,   0.4489,  -1.4425,   2.6559,   1.0647,  -3.2586,   3.4960,   0.0859,   3.1820,   3.3020,  -0.2594,  -1.1231,   2.5694,   2.2646,   0.6925,   1.1418,   4.5720,   2.8473,   2.4977,   0.0467,   2.3492,   0.0277,   4.6783,   1.7096,   2.7989,  -0.3769,   5.6553,   1.4274,   5.9417,  -3.1945,   1.0992,   6.0541,   2.0340,   1.0185,  -1.7098,   5.8856,   2.2514,  -0.6828,   7.4102,   1.7990,  -0.0461,  -2.5438,  -0.6975,  -0.3343,   0.4331,   1.4058,  15.4522,   5.3107,   1.2880,   2.9328,   3.3217,   0.6703,   0.3406,   0.9740,   0.8197,  -0.3513,  -0.8870,  -1.6089,  -2.9134,   2.2847,   1.6477,   0.6496,  -1.7867,  -0.7165,   1.0768,   1.7866,   1.0021,  -3.2609,  -4.4084,   2.0840,   1.1472,  -1.0135,  -0.1459,  -1.1202,   1.0130,  -1.6942,  -2.2849,  -0.0342,   3.6534,   0.4249,   3.3390,   1.0144,   1.4174,   0.6850,  -0.6792,  -1.5294,   0.3561,  -0.5240,   4.6718,   3.0586,   2.5940,   1.3898,   3.9833,  -0.1732,   1.5963,   0.0777
199601,   8.8605,   3.8591,   2.5679,   5.3109,   3.1007,   2.5759,   3.5561,   2.6839,   2.6070,  -0.4133,   2.2747,  -0.9957,  -0.1556,  -0.7019,  -2.1996,   1.2526,  -0.2561,   0.6214,   1.6669,   1.9313,   2.7898,  -0.7574,  -1.3300,   0.2556,  -3.2588,   1.0675,  -2.9964,  -2.7004,  -4.3279,   0.0502,   1.2540,   1.5826,  -0.4862,   2.4403,  -0.8643,  -0.7496,  -3.6384,   0.2485,  -3.8570,   2.2464,   1.9257,   2.2511,   0.9200,   0.7095,   1.4952,   0.1212,  -0.2277,  -2.0181,  -1.9992,   5.5622,   0.1110,  -2.6521,   1.9629,  -3.6857,   1.1046,  -0.5511,  -1.3891,  -4.1670,   0.6646,  -1.4134,  -0.8631,   1.5375,   0.4408,   1.6730,   1.2292,   0.8893,   0.8186,  -1.1713,   0.4855,  -0.0199,   2.8006,   2.9039,   2.3605,  -1.0199,   4.4186,   2.0402,   4.2164,   5.0848,   4.0118,   0.7471,   4.2173,   3.3377,   5.8235,   5.8727,   2.6667,   0.5833,   2.1848,   0.5151,   3.1967,   6.0387,   2.8443,   5.6898,   3.0452,   1.0673,   2.1424,   6.1608,   5.2864,   1.7054,   3.1146,   4.2930
199602,   6.6238,   4.7853,   2.8779,   1.6689,   1.9428,   2.8324,   1.6599,   1.8147,   2.7957,   2.9603,   2.5586,   3.6528,   3.3176,   1.8867,   3.1882,   2.4280,   2.5234,   2.4796,   4.3402,   4.1417,   1.1415,   5.3708,   3.6377,   2.5970,   3.4611,   3.7507,   2.8854,   6.7938,   1.3685,   4.6536,  -0.6593,   3.9408,   3.4730,   6.4758,   0.9773,   3.1423,   6.6158,   3.6453,   0.8418,   7.4207,   3.4800,   1.8031,   5.7448,   2.5598,   3.1050,   6.3225,   1.8762,   4.5539,   7.0006,   4.2667,   1.0216,   2.2458,   1.0000,   3.1731,   1.3626,   3.2115,   7.3691,   9.7821,   5.3056,   6.8271,   1.8417,   1.0835,   3.8497,   2.9504,   2.6674,   1.7517,   0.7323,   4.7678,   4.4400,   1.7158,   0.4753,   1.2539,   0.4155,   3.6241,  -1.0344,   2.4487,   5.2733,   1.8810,  -2.7081,   6.5014,   0.8753,  -1.6025,   3.6514,   3.1446,   1.9067,   1.8848,   1.9357,   2.1816,   3.7261,   5.0983,   3.3067,  -1.3647,  -0.3533,   1.9452,   3.3005,  -0.6375,  -0.1450,   0.0297,   0.5357,   2.7538
199603,   3.5210,   3.8419,   3.7550,   1.9121,   2.7817,   3.3040,   4.6837,   3.0230,   3.7704,   1.5928,  -0.1576,   2.4410,   4.5743,   4.9504,   4.2690,   1.8577,   5.4561,   1.4792,   4.8091,   3.9373,   0.1599,   1.9093,   0.7124,   3.1506,   2.5550,   1.8124,   0.5427,   5.0648,   4.0313,   3.4573,   5.3303,   4.4391,   3.2088,  -0.0267,   1.0424,   1.3598,   4.6278,   3.0671,   0.5731,   3.7646,  -1.3072,   0.9911,   4.9825,   1.0146,   3.0341,   3.3837,   4.6204,   2.4993,   4.4893,   4.0424,   3.4940,  -1.0036,   0.0243,   2.4969,   2.7208,   1.7013,  -0.9820,   6.9094,   2.1862,   3.5127,   1.8897,   1.2536,   1.2780,   3.9776,   2.1539,   4.6856,   0.5459,   2.1135,   0.1759,   8.1623,  -4.0466,   5.2444,   2.1831,   1.7898,   0.0563,  -2.2515,  -0.0685,  -0.0225,  -0.6606,   4.0925,  -2.7604,   2.6368,   3.1364,   2.6479,   2.7554,   0.9063,   2.5554,   3.0602,   1.3673,  -3.3785,  -5.6052,   1.1910,  -0.0331,   4.8819,   4.0349,   1.8925,   2.5460,   1.6278,   1.3494,  -0.3205
199604,   6.8995,   7.4696,   6.3926,   6.4109,   5.3019,   4.2191,   5.2342,   8.7558,   5.9874,   6.4009,  10.1344,   6.9809,   8.0456,   4.9765,   4.8587,   6.0496,   7.8649,   7.3231,   4.3910,   8.5235,   7.9943,  12.0057,   6.1995,   5.7264,   7.2533,   4.9399,   5.3365,   5.7773,   8.2411,   9.7790,   8.6120,   5.9889,   7.8457,   5.2302,   3.3541,   5.4380,   3.8936,   5.4064,   5.0981,  10.4461,   3.8788,   1.9840,   4.9585,   5.1491,   4.0324,   6.1024,   2.2271,   4.6946,   3.9827,   4.0054,   4.0530,   7.2863,   2.5350,   4.9033,   1.3199,   2.7549,   4.5833,   2.6105,   3.4526,   6.7253,   4.0895,   1.8424,   6.4847,   4.1036,   0.0587,   2.0701,   4.5218,   5.3607,   3.9983,   3.4196,   9.2985,   3.4099,   5.4984,   2.2980,   4.4228,   2.5617,   5.6655,   2.6258,   5.2637,   4.1470,  -2.1255,  -0.9977,   3.8230,   3.0613,  -0.4782,   2.4473,   1.5207,   2.8678,   3.4690,   4.2980,  -0.1201,   0.3110,  -0.8168,   0.1687,  -0.1582,  -2.0729,   0.6443,   2.4874,   3.2610,   2.6276
199605,  13.0768,  10.7158,   6.7648,   9.8403,   7.4901,   6.3439,   6.8546,   4.1374,   7.8409,   9.4697,   5.6474,   6.8696,   4.1997,   7.2295,   4.5943,   4.7797,   3.7507,   3.4481,   9.4542,   3.9712,   8.2375,   7.1040,   5.8718,   6.0225,   6.3072,   3.6274,   4.6893,   4.5761,   2.3320,   5.7377,   3.1351,   5.4442,   2.6076,   3.5997,   4.5526,   2.6424,   3.5431,   2.2479,   1.5926,   4.1638,   2.3970,   1.4935,   3.1172,   2.1114,   3.4275,   5.1088,   2.7971,   2.5299,   3.6762,   2.5844,   1.0779,   3.3409,   1.4064,   2.1395,   3.8296,  -1.6229,   4.4255,   4.0256,   2.3154,  -0.0448,  -2.7301,  -2.2290,  -0.0133,   3.7413,   0.7675,   1.1156,   1.1384,   3.2679,   2.0642,   3.0488,   7.1140,   2.6042,   0.0361,   0.8021,  -0.9544,   1.4895,   1.7947,   1.3031,   1.2063,   2.7802,   2.9523,  -0.1478,   1.0135,   2.8088,   3.1126,   1.9252,   0.3161,   1.9151,   2.4803,   1.9040,  -0.5014,   0.7329,   0.3530,   3.1732,   2.5407,   0.9509,   1.1306,   2.3736,   2.0070,   2.6289
199606,  -4.4311,  -2.6132,  -1.3269,  -2.3928,  -0.3449,  -2.4459,  -1.0450,   0.1400,  -0.0363,  -3.7952,  -8.1062,  -5.0678,  -6.0974,  -4.0734,  -3.2654,  -4.4600,  -2.1597,  -0.4514,  -4.3713,  -4.7086,  -7.7225,  -2.6612,  -4.7136,  -3.9068,  -3.2591,  -4.3594,  -0.4302,  -3.6900,  -1.5529,  -7.7099,  -5.7377,  -2.5811,  -5.5353,  -4.2549,  -2.0411,  -0.9682,  -4.2667,  -5.2833,  -5.6249,  -2.1337,  -8.9819,  -3.5294,  -4.2523,  -3.1348,   0.0861,  -3.6182,  -3.8367,  -1.1496,   0.8138,  -1.7789,  -5.5368,  -7.2054,  -6.9269,  -2.1263,  -2.1155,   0.6143,  -3.0098,  -6.4680,  -2.5350,  -5.0629,  -4.8970,  -4.8949,  -4.5816,   3.8256,  -1.0863,   0.0462,  -3.0420,  -2.5847,  -2.5806,  -2.5081,  -2.5800,  -0.6264,  -5.0948,  -1.1209,  -4.1065,  -1.0940,  -2.2926,  -1.2659,  -1.3333,  -2.1183,   4.2284,   1.0752,  -2.5903,  -1.2516,   2.0764,  -0.4447,  -1.0964,  -0.7463,  -2.1824,  -2.1484,  -4.0146,  -1.1974,  -1.9374,   2.2633,  -1.3995,   0.8795,   1.0947,  -0.3155,   0.5884,   1.2699
199607, -11.7006,  -4.8877,  -6.6747,  -7.2041,  -4.8311,  -5.0835,  -5.7535,  -7.7042,  -7.3319,  -9.2632, -14.3188,  -7.4311,  -7.4130,  -4.8289,  -5.1061,  -6.5027,  -6.6542,  -9.4691,  -4.0487,  -7.6735, -16.6093,  -8.7963,  -9.5351,  -9.0179,  -6.9381,  -8.9690,  -8.4721, -11.6972, -11.7301, -10.4171, -14.7268,  -5.4492,  -7.5962, -10.1801,  -9.2772,  -7.8310,  -5.8775,  -7.8026,  -6.7567,  -7.9130, -14.6627,  -9.2403,  -4.7612,  -5.2902,  -9.0926,  -5.3725,  -8.5138,  -6.9355,  -9.3564,  -8.5217, -13.9761, -11.5104,  -7.7349,  -6.1190,  -7.3895, -11.1101,  -5.2901,  -4.4395,  -5.3450, -14.3086, -12.2199,  -3.8434,  -8.2057,  -6.5843,  -5.8606,   0.4202,  -4.0393,  -5.9662,  -7.6026,  -9.9909,  -3.9154, -11.1906,  -6.3766,  -8.7029,  -4.2866,  -4.9880,  -6.5311,  -5.2124,  -4.8833, -10.1972, -14.7087,  -8.3542,  -3.8671,  -7.5330,  -7.9225,  -4.4664,  -6.3070,  -5.0680,  -5.4338,  -5.3141,  -9.5607,  -8.2885,  -6.9559,  -7.2187,  -4.1959,  -4.5906,  -4.4446,  -3.3157,  -3.1594,  -3.2832
199608,   3.2627,   3.0003,   2.6038,   5.3647,   5.1335,   2.3915,   3.6577,   5.4557,   3.5443,   3.7508,   4.6220,   7.3865,   3.2220,   4.4382,   5.0401,   7.9690,   4.2872,   3.7453,   2.5247,   7.5777,   6.6378,   5.4137,   5.1470,   4.8344,   4.8289,   6.4390,   4.5378,   6.2330,   4.3660,   9.8334,   4.9040,   6.7225,   6.3151,   6.0307,   6.9591,   5.2884,   5.3483,   7.6049,   5.8668,   8.5380,   9.3078,  10.0103,   7.1978,   4.7948,   9.9887,   6.6750,   7.1506,  11.1739,   5.1651,   8.7871,   9.5553,   8.0841,   8.7645,   4.7248,   4.0901,   8.9815,   2.8109,   6.7587,   7.4142,   7.2260,   5.7719,   5.4846,   4.7766,   7.5441,   4.9861,   4.0832,   4.2681,   5.2315,   8.5833,   7.5838,   7.6591,   6.0235,   2.1198,   6.5111,   6.8331,   5.1742,   5.0860,   4.2140,   5.7752,   3.4299,   5.3090,   3.4311,   2.8000,   4.5677,   1.6524,   1.3701,   3.0659,   2.8077,   5.8804,   2.7911,   2.3463,   2.5602,   3.6306,   2.3641,   3.4872,   3.9869,   0.8955,   4.4890,   3.8459,   0.0160
199609,   0.6826,   2.8628,   0.1939,   3.8882,   2.2249,   1.8249,   3.9405,   1.3859,   3.8885,   1.5035,   3.2898,   2.8027,   2.4726,   1.9180,   2.3120,   3.7267,   5.6417,   4.5891,   2.5202,   5.2290,   3.6253,   5.3704,   3.2260,   4.4841,   3.4825,   5.9541,   3.4167,   2.2185,   3.8361,   2.6438,   4.8913,   2.9637,   5.1399,   0.8211,   5.6090,   5.8167,   0.8461,   3.4073,   2.4850,   4.1155,   5.2831,   3.0467,   4.7047,   4.0923,   6.3546,   2.6952,   6.0891,   3.8229,   5.4792,   4.3448,   6.3854,   7.7714,   3.0564,   5.4971,   4.1594,   1.5479,   5.4988,   5.0148,   5.8591,   8.2776,   2.7832,   2.6393,   3.9238,   0.2458,   5.2806,   5.0250,   4.2659,   5.5633,   2.2815,   5.2803,   2.8643,   4.0447,   6.8031,   3.5004,   1.9813,   8.4362,   4.9653,   5.5093,   2.8246,   6.0824,   3.3700,   5.3822,   2.9188,   2.7265,   3.6813,   1.6171,   7.2581,   7.0066,   7.8546,   6.1653,   5.2769,   1.6472,   3.2601,   5.2942,   4.0654,   5.0063,   7.5692,   5.7667,   5.4417,   8.1549
199610,  -6.0699,  -0.2060,  -0.8718,  -1.9514,   0.9316,  -0.3834,   0.3852,   1.5616,  -0.3817,  -1.4508,  -5.0205,  -1.4222,  -0.2625,   0.4453,   3.1877,   0.3560,   0.5416,  -2.2492,  -1.2282,  -2.5407,  -5.8112,   0.2582,  -1.1723,   0.9376,  -2.0175,  -2.9757,  -0.4321,   0.1641,  -1.3473,   1.1172,  -5.8079,  -1.8084,  -0.5584,  -6.6674,  -1.2629,  -0.9411,   0.0085,  -1.6757,   2.5010,  -4.2249,  -6.8901, -10.1234,  -3.5452,   0.5906,   1.5566,   3.0721,  -5.1908,   1.1604,  -4.9061,  -4.4145,  -5.5499,   3.1000,  -2.9997,  -2.9773,  -1.3614,  -2.5797,  -1.1700,   0.1437,  -3.7532, -10.3835,  -1.6249,   0.7500,   1.4637,   0.6274,   0.0398,  -3.2913,   4.0373,   2.4256,   1.3409,  -0.2263,  -1.1337,  -7.0942,  -3.4159,   4.3309,  -0.2281,   0.7644,  -0.6064,   0.1820,   0.7246,  -5.2781,   2.0819,  -0.4569,   6.4740,   2.1751,   1.8076,  -0.2450,   2.4775,   0.3302,  -1.2883,   0.2566,  -3.2702,  -0.2861,   8.4980,   2.2619,   2.3872,   4.9020,   1.8765,   2.6718,   1.6664,   2.8747
199611,  -1.5093,   3.0262,   1.4002,   2.3487,   3.8836,   4.1634,   2.0771,   1.2549,   3.5916,   1.1658,   2.3223,   3.6806,   6.0170,   3.7469,   5.7195,   3.8580,   2.8252,   1.9854,   6.0140,   0.9043,   1.8337,   6.1202,   3.5432,   4.0829,   4.4115,   3.2914,   7.4253,   0.9525,   4.9747,  -0.6159,  -2.3899,   2.2096,   2.9664,   3.8942,   4.4283,   5.6842,   6.9960,   3.0777,   2.8353,   3.1101,   1.0796,   4.6449,   2.8023,   1.4550,   6.3662,   6.2811,   5.4207,   6.9724,   6.9447,   0.7824,  -1.9753,   1.6261,   4.3145,   4.8657,   2.4777,   8.4368,   5.8753,   7.1587,   5.9814,   4.5626,   5.1927,   5.1466,   6.6378,   4.8595,   6.5278,   1.8002,   5.7532,   8.7841,   8.0423,   3.9382,   5.3513,   3.2190,   9.2249,   5.1744,   4.4646,   5.7463,   7.3697,   5.2660,   6.8283,   8.4765,   1.9273,  10.7317,   5.4765,   6.6682,   5.2993,   5.9233,   6.8605,   4.4595,   8.9729,  10.7551,  10.0328,   8.0217,   5.6057,   3.9341,   5.6413,   5.8300,   6.6851,   9.6248,   9.3636,   6.8898
199612,  -5.3623,  -0.4422,   0.7081,  -0.1489,   0.8787,   1.0615,  -1.9313,   3.1429,   3.1493,   0.7284,  -1.3683,  -0.0560,   3.3979,   2.8631,   5.3202,   2.6124,   2.3585,   2.6630,   2.8307,   0.8786,   0.7537,  -0.7905,   2.0398,   2.7179,   4.7195,   2.5586,   1.3655,   6.5802,   2.3664,   2.2152,   0.1565,  -0.4179,   2.0724,  -0.6838,   1.8932,   3.4037,   2.5479,   4.1982,   1.9425,   0.8083,  -0.3374,   1.3718,  -1.7646,   0.8242,   1.5411,   1.1864,   0.5670,  -0.9661,   1.5156,   1.3193,  -3.7971,   1.5294,  -0.2342,   1.5774,   1.5508,  -1.7060,   1.2738,   1.4948,   0.7117,   0.4622,   2.6460,   1.6762,   1.8859,  -0.4078,   0.4542,  -3.2658,   0.5111,   2.4420,  -1.4243,   0.2557,  -0.4217,  -7.1513,  -1.8481,  -2.4007,  -0.4022,   0.0170,  -1.1290,   0.9065,  -1.5465,  -0.4914,  -3.3734,  -2.2137,  -2.7065,  -1.3236,  -4.0533,  -1.1875,  -1.8775,  -1.6352,  -5.6269,  -1.0941,  -1.9323,   0.5081,  -1.2542,  -1.6907,   1.0427,  -0.8421,  -3.1408,  -3.7212,  -2.5131,  -2.1903
199701,  13.9947,   6.5202,   9.5828,   6.8474,   7.1118,   6.2205,   6.8511,   4.3548,   6.2194,   7.5370,   5.8242,   3.8327,   3.9920,   2.9030,   3.5557,   3.8457,   5.4433,   7.2286,   3.4555,   7.2579,   3.5902,   0.0795,   5.3248,   2.7179,   3.1482,   2.0485,   2.0104,   1.9430,   3.3691,   5.3255,   4.6496,  -0.7837,   4.1825,   4.5520,   2.6554,   0.4465,   2.8727,   0.1529,   1.2812,   4.3467,   6.7175,   1.3006,   8.5646,   4.5012,   1.8636,  -0.3387,  -0.4824,   4.6731,   4.5820,   0.8953,   2.8184,   1.8651,   2.4647,   1.3446,   1.5215,  -1.5167,   3.4700,   1.5942,   1.3702,  -0.2582,   0.0741,   0.1254,   1.3352,   4.3313,   5.2337,   3.6011,   2.9160,   2.5715,   0.2657,   2.5595,   4.8818,   2.1264,   5.2399,   2.2686,   3.0750,   2.8359,   3.0587,   8.0243,  -1.3738,  -2.2809,   2.9991,   4.9333,   6.6373,   3.2900,   7.7528,   1.9348,   5.2863,   2.5955,   5.5127,   7.4627,   2.4594,   3.9757,   4.8798,   4.6914,   3.3171,   2.9049,   3.5464,   6.7093,   4.8443,   6.9054
