Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,ME1 OP5,ME1 OP6,ME1 OP7,ME1 OP8,ME1 OP9,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME2 OP6,ME2 OP7,ME2 OP8,ME2 OP9,ME2 OP10,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME3 OP6,ME3 OP7,ME3 OP8,ME3 OP9,ME3 OP10,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,ME4 OP6,ME4 OP7,ME4 OP8,ME4 OP9,ME4 OP10,ME5 OP1,ME5 OP2,ME5 OP3,ME5 OP4,ME5 OP5,ME5 OP6,ME5 OP7,ME5 OP8,ME5 OP9,ME5 OP10,ME6 OP1,ME6 OP2,ME6 OP3,ME6 OP4,ME6 OP5,ME6 OP6,ME6 OP7,ME6 OP8,ME6 OP9,ME6 OP10,ME7 OP1,ME7 OP2,ME7 OP3,ME7 OP4,ME7 OP5,ME7 OP6,ME7 OP7,ME7 OP8,ME7 OP9,ME7 OP10,ME8 OP1,ME8 OP2,ME8 OP3,ME8 OP4,ME8 OP5,ME8 OP6,ME8 OP7,ME8 OP8,ME8 OP9,ME8 OP10,ME9 OP1,ME9 OP2,ME9 OP3,ME9 OP4,ME9 OP5,ME9 OP6,ME9 OP7,ME9 OP8,ME9 OP9,ME9 OP10,BIG LoOP,ME10 OP2,ME10 OP3,ME10 OP4,ME10 OP5,ME10 OP6,ME10 OP7,ME10 OP8,ME10 OP9,BIG HiOP
197902,  -1.5369,  -1.4694,  -0.7147,   0.3245,  -1.8002,  -1.8584,  -1.2513,  -2.4724,  -0.9767,  -1.5356,  -1.6298,  -2.1329,  -1.2905,  -1.5902,  -2.1118,  -3.7535,  -3.9491,  -3.9609,  -3.8345,  -5.3789,   1.8615,   1.1839,  -2.9002,  -0.9480,  -1.8675,  -2.7246,  -1.8314,  -2.6668,  -5.3523,  -6.6662,  -3.6213,  -3.5125,  -1.3817,  -1.8980,  -4.0914,  -1.0891,  -3.9206,  -2.1777,  -3.2774,  -5.4396,  -1.4376,  -2.5806,   2.8893,  -2.0138,  -1.1260,  -1.9889,  -2.2482,  -4.0202,  -3.5490,  -3.7630,   9.0587,  -0.0828,  -3.2912,  -2.8818,  -1.9634,  -4.4939,  -4.3820,  -5.1134,  -3.3961,  -8.1083,  -3.7114,  -2.7321,  -2.7828,  -3.1884,  -3.1831,  -3.2340,  -1.8387,  -4.0936,  -3.7756,  -3.2785,  -3.3847,  -3.4636,  -3.8638,  -1.6619,  -5.2711,  -3.9777,  -2.1811,  -3.3060,  -4.2283,  -6.7823,  -4.5570,  -3.1128,  -3.8850,  -2.9756,  -3.3117,  -1.6407,  -3.7669,  -3.8546,   0.5381,  -2.9582,  -3.0571,  -2.4951,  -6.1963,  -3.3309,  -3.4805,  -3.3229,  -3.1056,  -3.4531,  -4.4637,  -3.2796
197903,   7.8285,   8.8201,   8.2515,   5.7768,   9.2008,   8.5120,   8.9350,   7.3897,   9.7317,   9.0310,   9.1992,   7.4085,   9.8854,   8.7256,   8.4605,   6.5243,  13.2571,   7.4512,   8.9491,  11.7993,  12.5894,   6.5754,   9.1437,  10.5276,   7.9857,   8.7307,   9.7749,   7.4647,  12.9925,   9.7165,  10.5787,   7.2841,  11.1856,   6.9342,   8.0725,   6.0391,   9.4532,   5.4856,  11.2700,  12.6983,   7.6758,  11.6074,   9.7803,   9.1416,   6.7133,   8.4974,   7.8381,   9.1411,  13.2809,  11.3277,   9.3519,  10.7916,   6.4761,   3.2844,   6.5051,  10.0284,  11.6003,  10.5990,  11.0444,   9.1204,   5.1557,   6.7953,   8.2878,   5.9137,   5.4218,  12.0472,   7.6036,   7.2834,   6.3589,   7.4965,   9.2447,   7.7844,   8.7435,   4.7711,   8.3271,   7.9301,   5.1722,   9.7504,   8.7876,   8.9126,  11.7874,   6.6342,   6.1812,   5.5628,   7.4530,   7.4739,   6.5777,   6.7977,   7.8034,  10.2271,   8.1945,   3.4847,   2.9232,   5.6432,   4.7553,   4.1918,   6.5582,   4.4533,   4.3034,   8.3836
197904,   4.6389,   4.6022,   3.2794,   3.8119,   3.5324,   0.5160,   2.9651,   3.6703,   2.7525,   2.9023,   0.6351,   0.5857,   3.2600,   3.2962,   3.4681,   3.4474,   4.8879,   4.6076,   1.2723,   1.7192,  -2.0159,   2.4917,   6.0270,   2.3350,   0.9454,   3.0743,  -0.1987,  -0.2245,  -0.2107,  -0.4008,   3.0368,   5.3012,   5.0077,   1.9244,  -1.1047,   4.5119,   2.4441,   4.3923,   2.9826,   5.3199,   0.8128,   3.0914,   5.0986,   2.3147,   0.9716,   3.4040,   0.9835,  -0.1728,   8.1251,   0.4813,   3.3518,  -1.8754,  -0.2796,   2.7272,   0.3851,  -0.7478,   4.2070,   2.6197,   2.0386,   1.6814,  -1.4145,  -0.5891,   4.9623,   2.7506,   1.5492,   2.6216,  -0.1573,   2.0105,   2.4674,   1.6070,  -2.3576,  -1.1640,  -1.1129,   0.9346,   3.1674,   3.6863,  -0.1388,   2.4954,   2.3389,  -1.6344,  -2.2288,  -1.9469,  -4.9114,   1.1734,  -0.4403,   0.6768,   0.7258,   1.0274,   0.9900,   0.8367,  -1.7339,  -2.5284,  -6.5029,  -2.1030,   0.3812,   1.7098,   1.7856,   1.8595,  -0.4378,   2.5557
197905,  -0.1740,  -1.3815,   0.4209,  -0.7987,  -0.6003,  -3.0204,  -0.7842,  -1.6661,  14.3305,  -0.3354,  -2.1622,   2.1350,  -1.1353,  -1.0995,  -3.7082,  -0.7011,  -2.2869,  -1.3375,  -2.3773,  -0.2143,  -3.5735,   0.0176,   0.1432,  -2.6609,   0.5648,  -0.7067,  -1.1842,  -0.3048,   0.2846,  -2.5528,  -3.9450,   2.5405,  -1.4194,  -2.0852,  -3.6892,  -0.6047,  -0.4025,  -1.6903,   0.3271,  -2.9193,  -2.3099,   2.6438,   4.5110,  -1.3419,  -0.7289,  -0.8474,  -3.1279,  -4.8817,  -3.5140,  -4.4591,  -1.2798,  -2.3554,   0.8316,  -1.1439,   0.3430,   1.1834,  -3.2638,  -4.2727,  -2.9047,  -6.4361,  -1.4836,  -1.4056,  -0.6666,  -0.2866,   0.4230,  -1.2336,  -1.4012,  -2.1960,  -1.4905,  -1.8924,   0.1280,  -2.6281,   0.2773,   2.2984,  -3.0762,  -1.7975,  -0.6937,  -1.0524,  -1.5221,   2.1159,   1.5762,   0.3977,   1.9811,   1.7407,   1.1694,  -1.3949,  -1.0465,  -0.3655,  -2.0065,  -0.2960,   0.5756,   0.5289,  -5.7447,   0.2654,  -1.3621,  -1.8759,  -3.0337,  -1.9801,  -1.5699,  -2.4546
197906,   6.3554,   5.6066,   4.3064,   4.8936,   5.8495,   5.8836,   4.2065,   5.9319,   4.9098,   3.8880,   3.7270,   3.6246,   8.7598,   6.4211,   6.3778,   5.1547,   4.6939,   4.2269,   6.2073,   4.7786,  13.4061,   6.0140,   8.4094,   4.6928,   3.9942,   4.6337,  10.8911,   4.6610,   2.8633,   4.3056,  10.4263,   8.1110,   1.1570,   5.8421,   7.6786,   4.3112,   5.6373,   3.8292,   4.3509,   4.8957,   4.9021,   8.4635,   2.1035,   3.9132,   9.8291,   3.9884,   4.8678,   7.1543,   4.2653,   3.8098,   5.6708,   3.4273,   6.1532,   7.4718,   3.6494,   7.2302,   2.6995,   2.7513,   7.1785,  -0.0177,   2.6078,   6.3984,  12.1352,   4.0610,   5.8229,   8.2330,   6.8818,   2.7288,   5.0996,   3.5814,   6.5516,   8.3593,   8.1973,   8.4541,   5.4753,   7.5906,   7.2099,   5.8663,   2.5501,   4.8879,   8.8842,   4.3204,   6.1806,   3.5351,   3.1268,   5.6165,   7.4191,   6.6167,   5.5272,   8.8863,   7.3866,   4.0028,   5.5861,   3.4374,   5.9867,   5.9504,   3.9608,   5.5884,   4.0500,   6.0587
197907,   1.7429,   0.2697,   2.6883,   1.8875,   1.2245,   2.3282,   3.3420,   1.9491,   1.4723,   2.3355,   2.9920,   2.9521,   1.4117,   3.3296,   3.8836,   2.8930,   4.8002,   2.7373,   3.7426,   3.8254,  -0.8626,   1.0420,   5.1236,   3.1987,   3.3134,   3.8698,   1.9216,   4.6685,   0.7670,   3.6835,   3.7531,   4.9590,   1.7325,   3.8824,   4.7272,   3.9351,   4.2253,   3.8549,   2.4392,   2.6487,   2.0420,   0.5737,   2.7435,   4.3878,   4.1068,   3.8810,   4.0175,   1.5941,   1.1436,   7.2935,   7.0401,   2.9071,   4.3240,   3.4757,   5.0771,   0.7686,   4.1919,   5.4814,   5.7802,   1.5644,   5.6984,   1.8221,   2.4019,   2.4247,   3.6531,   3.5656,   4.0000,   2.4901,   3.0531,   2.4061,   2.2154,   1.9563,   2.3193,   1.6626,   3.5293,   1.5945,   2.0662,   4.1694,   3.3353,   0.8578,   3.6172,  -0.2683,   2.6006,   1.5817,   3.7204,   4.9898,   0.6259,   3.2500,   4.8838,   3.1804,   2.5871,   2.0396,   0.8014,  -0.4763,   0.5600,   2.5274,   3.0496,   2.9114,   1.2106,  -0.3148
197908,   7.9435,   8.1611,   5.3481,   7.9011,   6.4494,   8.8081,   7.3656,   9.2084,   7.4829,   8.8926,   8.7602,   7.3627,   7.6788,   8.5053,   7.8490,  10.3505,   9.3012,   7.5117,   8.3465,   9.4613,   7.4015,   6.6299,   9.6145,   7.0103,   5.3377,   6.2325,   6.5991,   8.1885,  10.2780,  11.3544,  10.5913,   9.3385,   6.7062,   6.5163,   3.4622,   7.2064,   7.5439,   9.8162,   7.3149,   8.5982,   5.4065,   8.1903,   7.2185,   6.0501,  10.0514,   7.8057,   8.1735,   6.3401,   9.8786,  11.5274,   6.4707,   2.8187,   3.0463,   3.9347,   6.2205,   9.2830,   9.6879,   7.0281,   7.9171,   7.0476,   2.8137,   7.0023,   5.6688,   6.9343,  10.8675,   8.0892,   5.8333,   7.2598,   8.2302,   7.8312,   6.0626,   3.3984,   6.0042,   5.8677,   5.7774,  11.0988,   8.4032,   7.9509,   6.6288,  11.8085,   9.9115,   4.8383,   4.8651,   4.6324,   4.8956,   4.9867,  10.4340,   6.0395,   3.4753,   9.5012,   1.1826,   1.0287,   3.7788,   6.3672,   8.4155,   8.8510,   5.8130,   8.9305,   6.1419,   7.0403
197909,   0.2607,   1.2799,  -0.4798,  -1.6220,   0.4012,   0.3056,   1.0971,   0.5065,  -2.0541,  -0.7793,  -2.0038,  -0.7963,   2.3891,  -3.7635,  -1.0858,  -1.8044,   1.6435,  -1.0413,   1.2433,  -0.3475,  -2.8245,  -4.1012,  -0.0809,   2.6524,  -1.2170,  -0.8114,   0.8385,  -2.2846,  -1.5511,  -1.0049,  -3.7567,   2.4151,   1.1188,   0.5567,  -1.0248,   0.1898,  -1.4707,   2.1433,  -0.8820,  -1.1377,   1.3530,   1.3237,  -1.9068,   3.3300,  -3.4388,   0.1000,  -1.2397,   1.7176,  -0.0035,   0.6248,  -6.5196,  -1.4973,  -1.2894,  -4.3943,  -0.8343,   1.8066,  -0.7983,   0.3432,  -0.9835,  -2.2977,  -3.2467,   0.4436,   1.3071,  -2.0363,  -2.5393,  -0.5831,   4.5494,   3.7549,   1.1387,  -0.2587,  -0.6427,  -2.8323,  -2.3533,  -1.9687,  -1.3947,  -2.0658,  -1.7748,   1.4424,   1.7211,  -4.3388,  -0.9950,  -3.1488,   1.1813,  -0.8072,  -1.0478,   1.4677,  -0.5695,   1.4324,  -0.5152,   0.9648,  -1.4990,  -3.2129,   0.7195,   1.9017,   0.6721,   0.6355,  -0.9670,   0.1742,   0.1387,   1.6853
197910, -10.0449,  -8.2415,  -8.6933,  -8.1480,  -6.8305,  -8.1820, -10.0937,  -9.2701, -11.4038, -11.0548, -14.6107,  -7.7005, -10.2377, -10.5977, -10.5889, -12.4534,  -9.7248, -11.0788, -10.1159, -12.6883, -16.5075, -13.2763, -10.6680, -12.0222, -10.2652, -12.2514, -10.6084,  -9.3639, -11.7012, -10.7153, -11.7601,  -6.4473,  -9.1870, -10.3724,  -9.6385,  -8.4481, -12.5601,  -9.3906, -12.6172, -11.9476,  -8.3678,  -8.1640, -12.6198,  -9.4676, -11.5992,  -8.2813, -10.2974, -10.8540,  -7.5326,  -8.1347,  -8.4090, -11.4014,  -3.9822,  -9.8372,  -8.6420,  -7.1617,  -9.8684,  -9.2544, -10.0090,  -9.3235, -10.3818,  -7.6705, -13.0350,  -6.9741,  -4.3550,  -9.2389,  -7.9566,  -6.1536,  -9.7139, -13.1922, -11.9140,  -7.7023, -10.1133,  -9.7441,  -6.7717,  -8.3237,  -7.1219,  -9.1421,  -6.8040,  -8.5581,  -9.5875,  -7.6894,  -9.0085, -10.0256,  -6.9357,  -8.5133,  -8.3117,  -7.2157,  -7.7237,  -5.7963,  -9.8770,  -3.7861,  -6.4485,  -7.6297,  -7.1345,  -6.2391,  -8.1006,  -6.6708,  -6.1610,  -4.2749
197911,   4.6022,   4.1511,   4.9357,   5.3604,   4.8730,   4.8333,   6.6439,   7.9997,   7.2297,   8.2421,   8.6795,  10.6118,   4.8291,  10.8606,   5.2625,   8.3817,   7.0038,   8.9598,   7.9502,   9.9648,   8.7526,  10.0698,  10.9159,   5.7845,   6.9014,   2.9405,   7.8313,  10.7583,   8.6712,  11.3689,   9.2905,   9.9063,   5.8992,   5.2866,   7.4267,   8.4080,   6.0021,   8.4269,   9.5122,   9.9381,  15.6828,   8.2333,   6.1514,   6.9105,   8.9958,   6.4497,   5.9413,   6.7557,   9.1243,  12.5496,   6.8623,   6.2047,   5.4508,   3.6687,   8.5423,   5.4831,   8.1463,   8.0686,  10.0777,   8.5434,   6.1676,   5.3745,   8.6959,   6.6261,   6.7434,   9.5963,   6.5930,   4.9424,   9.0403,  10.8452,   5.5274,   8.0302,   3.6441,   6.8565,   6.4886,   5.5452,   6.9094,   5.5829,   9.3648,  10.7212,   7.3117,   9.5389,   7.8267,   5.4567,   6.0432,   4.3298,   4.7235,   4.7992,   5.0273,   9.4251,   3.1414,   4.8525,   6.0288,   5.9612,   6.3315,   7.3539,   5.5846,   5.8268,   4.5430,   7.0048
197912,   9.3324,   6.8930,   7.5239,   7.7925,   8.3602,   7.9116,   8.0446,   6.9030,   9.3280,  10.1296,   7.2516,   8.7209,   8.4168,   7.3603,   5.5741,   9.0563,   4.5503,   5.5973,   4.9127,   8.8765,   3.6941,   5.2334,   7.3228,  10.2798,   5.6036,   4.1819,   7.4154,   7.7971,   5.7710,   5.9781,  10.6901,   7.8926,   1.3396,   2.1007,   1.9864,   7.8532,   7.9126,   4.2167,   5.0830,   6.7318,   7.7510,   5.0445,   6.7637,   9.3674,   1.2119,   4.0528,   0.4990,   7.8624,   6.1672,   4.0876,   0.8320,   0.6422,   3.7451,   2.5895,   4.0278,   1.4599,   2.4070,   6.8935,   6.3142,   2.8800,   2.6736,  -1.0252,   6.1860,   3.3845,   2.8762,   3.7778,   2.7489,   3.1121,   5.3640,   4.5978,   8.6769,   0.6023,   0.0592,   1.4284,   2.0542,   3.6151,   3.5998,   3.3905,   1.0643,   7.8337,   5.4959,   0.8140,   3.7862,   3.1492,   4.2297,   4.9387,   3.3168,   3.6887,   3.9022,   2.9492,  -2.7131,  -1.3330,   2.5636,   3.9080,   3.1816,   1.9090,   2.2456,   2.7522,   3.2937,   3.1703
198001,  16.4058,  13.0065,  12.9524,  11.8942,  10.6651,  12.1155,  11.3876,   6.5804,  10.4108,  16.0119,  15.4186,   9.5772,   9.3776,   8.3121,  11.5308,  11.8637,   2.8814,   6.3104,   9.2276,   9.5921,  10.1418,  10.0412,  10.1948,   5.9239,   6.1473,   4.9305,   3.8633,   7.5638,   5.3294,   9.8996,   9.4212,   4.1485,   7.4030,   5.8279,   4.7248,   5.9825,   3.2707,   8.4206,   7.0587,   4.1026,  16.6531,   7.9085,   4.5991,   3.8492,   2.9703,   6.1303,   8.5134,   5.8689,   3.6039,   2.1771,   4.7203,   5.1927,   6.3564,   3.1242,   6.5177,  13.1828,   5.7111,   4.2755,   7.3721,   4.9527,   1.0896,   6.0817,   4.0344,   4.9169,  -0.3063,  12.2724,   7.2133,   5.0998,   5.3406,   6.4714,  14.4701,   1.0781,   1.5143,   2.8996,   3.6020,   1.8758,   4.3795,   9.0497,  10.5337,   2.4789,   9.1136,   5.7080,   3.7688,   3.1055,   4.8617,   3.6441,   9.8510,   4.1627,   3.5071,   5.2888,   8.1733,   2.7328,   3.3128,   2.2654,   4.6394,   6.9616,   5.3019,   6.7205,   3.6547,   4.7742
198002,   2.8422,   1.2356,  -1.3388,  -2.1193,   0.1670,  -2.5950,  -2.0255,  -0.2178,  -1.3141,   1.8928,  -2.6885,  -1.5929,  -3.6212,  -1.0436,  -1.2478,  -2.8390,  -1.3263,  -1.4714,  -0.8462,  -2.9827,   2.8094,  -1.1784,  -2.4293,   2.0061,  -3.4576,   0.2769,  -4.0119,  -2.6578,  -4.2646,  -1.0458,   1.4351,   1.6849,  -4.4524,  -4.8132,  -4.8671,  -4.0766,  -7.4080,  -4.3166,  -4.5062,   0.0486,  -2.4018,  -3.0012,  -4.0915,  -0.1263,  -4.7749,  -5.4569,  -3.1868,  -3.5551,  -4.9637,  -0.7087,  -0.2301,  -3.8721,  -1.9890,  -4.0317,  -2.4598,  -2.5881,  -2.7714,  -6.3940,  -1.8108,  -7.4696,  -2.5736,  -0.1003,  -4.4949,  -4.4823,  -1.6003,  -4.5926,  -3.6999,  -1.9519,  -2.1009,  -3.7279,  -2.9050,  -4.7723,  -2.5930,  -5.2484,  -2.1448,  -3.6210,  -4.9759,  -2.6005,  -3.5897,   1.8631,   0.7809,  -5.1690,  -2.8878,  -5.1441,  -2.7992,  -5.5471,  -3.8884,  -4.6745,  -7.8603,  -2.9447,   1.0407,  -3.0875,  -3.2461,   0.6613,  -3.1355,  -1.1338,  -6.3511,  -3.0402,  -0.4133,  -0.0773
198003, -19.3129, -15.7056, -15.4870, -15.6975, -16.6946, -17.0824, -16.8604, -17.1498, -17.3688, -19.4265, -20.7791, -18.5530, -15.8491, -18.0523, -14.9334, -14.9003, -15.7223, -17.0538, -17.3485, -20.9047, -23.0001, -17.5507, -18.1344, -18.3421, -15.4566, -16.5343, -15.7240, -15.6891, -15.3198, -19.1607, -20.8743, -18.3458, -15.1912, -14.6831, -14.7771, -15.0875, -14.0433, -15.0184, -14.1028, -16.7726, -17.2320, -19.4510, -12.6099, -13.5795, -12.7497, -15.2215, -15.6520, -17.8660, -15.4214, -15.9448, -17.5871, -13.7402, -10.8251, -12.1768, -13.6996, -18.9618, -13.8064, -11.2286, -13.9285, -12.5594, -14.3282, -11.2566, -15.1334, -12.9156, -10.3249, -14.1517, -12.1478, -13.7311, -11.4030, -11.4099, -18.1170,  -9.9516,  -7.5617,  -9.8397, -10.4364, -10.0304, -10.1100, -13.5307, -10.1837, -15.0776, -13.4801,  -7.0750,  -9.6414,  -8.1483,  -9.0408,  -8.5660,  -8.8129,  -8.5720,  -9.4004,  -6.1963, -12.2671,  -2.7818,  -8.0565,  -6.7462,  -6.3262,  -9.0883,  -5.9078,  -4.7746,  -8.0323, -11.9304
198004,   2.6374,   3.7968,   5.0889,   3.6537,   5.3994,   3.8251,   4.9142,   6.0910,   4.2978,   4.6079,   6.9823,   5.4403,   7.1454,   6.1330,   3.8475,   4.1243,   9.8248,   4.6341,   4.8175,  10.4319,   1.8053,   7.6473,   7.5914,   5.9237,   5.1443,   4.5585,   7.5376,   6.8914,   6.0992,   5.5538,   6.6267,   9.5390,   7.9741,  10.4818,  10.4070,   3.7177,   5.0031,   2.1843,   4.5548,   4.1598,  15.2350,   5.8780,   4.0620,   4.5082,   4.5939,   6.7319,   6.9061,   8.9520,   3.5049,   4.0018,   8.4577,  11.4388,   8.2178,   0.9207,   5.1284,   8.5321,   4.9870,   8.5083,   9.1966,   7.3381,  10.5004,  10.0546,  11.6368,   6.0198,   2.5636,   4.6591,   3.8627,   1.7766,   6.7507,   3.2043,   5.9658,  10.9141,   6.6324,   7.3462,   9.4751,   8.1128,   5.8866,   5.9012,   5.3974,   5.5125,   4.2637,   8.5193,   5.5673,   6.7021,   7.8487,   6.1854,  -0.9967,   6.5678,   3.3334,   3.6797,   3.5785,  11.7989,   7.6396,   3.3483,   4.6641,   5.0400,   3.3898,   3.6477,   4.1859,   0.0324
198005,   6.0668,   5.6854,   7.5245,   8.3870,   5.6445,   5.2973,   4.4654,   8.7976,   8.4499,   6.1128,   8.9940,   6.2692,   5.1901,   6.6470,   6.7017,   8.4363,   9.5304,   6.5717,   9.5959,   8.1566,   7.3289,  10.2247,   6.4748,   8.8400,   8.5946,   8.0760,   7.8335,   7.5187,   8.8634,   9.6226,   9.7100,   5.6255,   8.3509,   6.1942,   7.9293,  12.7766,   9.2387,   9.1051,  10.6490,  11.5394,   9.5093,   6.6572,   8.0069,  10.3119,   8.2382,   9.6934,   7.3551,   6.8794,   9.1954,   9.8361,   9.0989,   6.8685,   7.9276,  10.8832,  10.9507,   6.2728,   7.9189,   7.4008,   5.7802,  10.4082,   4.3779,  11.0548,   8.3597,   7.8210,  14.6706,   8.1963,  10.6503,   9.5200,   8.5604,   8.7835,   4.8051,   8.3349,   7.0475,   8.2344,   8.0130,   7.3808,   8.6269,  10.9677,   8.1719,   8.4461,   8.0996,   5.9307,   4.4466,   5.2277,   4.1435,   6.2018,   6.6942,   9.0336,   9.0450,   5.3837,   5.1990,   4.4399,   4.5156,   7.5613,   6.6483,   6.9206,   6.6089,   5.8149,   7.7225,   6.7400
198006,   3.2325,   2.7228,   3.2206,   3.0423,   5.6828,   4.9295,   5.1161,   5.7958,   3.3081,   6.4610,   5.0601,   4.6303,   3.1881,   0.5999,   3.5484,   3.5625,   4.6702,   3.5127,   6.1857,   4.3985,   1.9748,   3.5350,   6.0683,   3.9690,   5.1567,   5.3355,   4.7260,   5.3487,   4.3853,   3.0135,   2.7791,   7.9414,   4.8255,   6.5872,   2.9242,   6.5805,   2.8041,   4.4748,   2.7331,   4.2287,   3.8513,   7.9676,   0.0137,   4.4470,   1.8429,   5.8421,   4.6317,   5.2528,   3.4789,   6.3542,   4.9709,   4.8410,   4.8447,   3.8641,   2.7386,   2.9846,   4.3505,   2.2817,   3.5287,   6.9079,   1.5439,   1.9053,   4.3113,   5.5924,   5.1852,   2.0626,   3.0167,   6.2289,   2.5755,   2.5114,   5.9880,   6.0082,   4.8537,   4.3015,   2.9881,   5.3547,   3.6723,   2.8393,   3.7920,   6.4470,   2.8247,   3.5962,   4.7064,   3.0682,   3.7150,   3.6454,   2.8611,   0.9192,   2.9259,   4.2240,   5.1450,   3.3423,   3.6862,   2.1334,   2.1592,   1.4347,   1.8982,   1.8165,   2.3621,   2.1972
198007,   8.2796,   8.3961,   9.3664,  10.8788,  11.1294,  10.0264,  11.7873,  10.1716,  11.0087,  10.3128,  10.6435,  13.3468,   9.4797,  11.3543,   8.2744,   8.4463,  11.0218,  11.1066,  13.6446,  14.3892,  11.8369,  10.3589,   9.6078,  11.8820,   8.4548,   4.4107,  10.4267,  11.1660,  13.2214,  12.4230,   9.2269,  12.2476,   7.4815,   9.3172,   7.8901,  11.4561,  13.3833,  10.8193,  15.8042,  13.4441,   8.7656,   4.4616,   9.6403,   7.3553,   6.3539,   7.0847,   6.4225,  14.8000,  16.1988,  13.0492,   1.8990,   2.0607,   2.8103,  10.5636,   6.5962,  17.5082,  10.3004,   8.5935,  17.2258,  10.3949,  -2.1917,   3.8540,   8.1025,   9.1705,   5.6084,   9.3910,   7.9002,  11.4734,  13.3414,  21.3471,  13.2633,  -1.6152,   5.4336,   5.8138,   8.1161,   7.4312,   8.7299,  13.3014,   9.0317,  -5.2953,   3.4843,   2.3989,  10.5822,   8.4341,   6.9861,  12.0346,   7.6125,   9.6116,   1.1516,  16.5993,   4.4904,   3.8837,   3.0619,   4.9276,   7.3836,   6.3443,   9.1683,   8.7984,   8.8247,   8.1109
198008,   8.5899,   9.1933,   9.1367,   9.8640,   6.5053,   9.6549,  12.1061,   9.3565,   9.2343,   9.8705,   5.1423,   7.6542,   4.9720,   8.5978,   6.7972,   7.1819,   6.7752,   6.0973,  10.8835,  10.5739,   9.5951,   3.6617,   3.3345,   8.3390,   8.4180,   3.5726,   4.5037,   5.5083,   6.2796,   7.9869,   5.6053,   5.5434,   1.5925,   2.3682,   6.4606,   7.3013,   5.8271,   2.7928,   8.0143,   8.7466,  -0.5926,   3.9540,   2.4511,   2.0526,   6.4249,   2.2298,   4.0527,   3.7347,   7.1905,   7.0050,   1.5157,   2.3585,   1.2893,   7.7982,   4.8829,   8.1799,   5.6385,   6.5906,   2.3722,   6.4527,   2.6328,   0.1748,   0.9549,   5.2226,   9.5275,   1.9668,   6.7759,   2.6819,   1.7477,   3.7337,  -0.2739,  -1.7260,  -1.9368,  -0.2025,   1.5656,   1.4340,   3.0361,   3.3026,   4.2542,  11.0245,  -0.8973,   1.7156,   2.6501,   1.8529,   4.7028,   5.3205,   0.8812,  -0.3315,   3.9737,   3.4034,  -2.5519,  -2.9342,  -0.3988,   1.7673,   0.4326,   1.8514,   1.0866,  -0.0785,   1.8713,   3.5085
198009,   8.4084,   3.3070,   8.2603,   4.8756,   4.9661,   5.4109,   4.3465,   7.2784,   5.7964,   6.1546,   6.7856,   2.6701,   1.2035,   2.8701,   0.8599,   2.9485,   3.3934,   4.6962,   5.8247,   5.1880,   3.4794,   0.5747,   2.8700,   0.9915,   1.3986,   1.0378,   4.9041,   6.3794,   4.9990,   4.6731,  -4.0785,  -0.9629,   1.4960,   3.2093,   2.3504,   2.2720,   1.8381,   2.2828,   6.2078,   6.7799,   0.7815,   4.2527,   2.9877,   1.1733,   1.3540,   1.4024,   3.2167,   5.4899,   4.0664,   7.3847,   2.2765,   0.0953,   0.7036,   1.8031,   2.5732,   2.5705,   4.9459,   1.4725,   6.7235,   2.1788,   2.0129,   2.7309,   5.1782,   0.6456,   0.3895,   4.6499,  -0.0932,   4.4927,   1.5832,   6.2964,  -0.8891,   0.4389,   1.5133,   2.1681,   3.5450,   3.7494,   7.2031,   1.5317,   2.9679,   3.2343,  -0.0580,   2.9516,   1.9690,   3.4489,   2.3991,   3.2170,   7.3745,   2.8982,   3.9273,   6.4058,  -3.3715,   0.9082,   2.1075,   1.2293,   4.9272,   3.9122,   3.4445,   3.1973,  -0.0520,   5.3119
198010,   4.9839,   5.0177,   5.5713,   6.5593,   5.5463,   5.5810,   5.9031,   6.6468,   5.6008,   7.2982,   4.2655,   1.1117,   0.0222,   5.3013,   4.7085,   1.4738,   3.4238,   6.1064,   6.2940,   5.5097,   5.5199,   3.6075,   4.8294,   5.4677,   0.8374,   1.0093,   3.6198,   5.2832,   1.8076,   3.4658,   9.1837,   5.4871,   0.0422,   1.7769,   4.4706,   4.0239,   3.4127,   3.3028,   1.8502,   5.5215,   9.1557,   1.6103,   0.5007,   2.8662,   3.5818,   4.4433,   1.8962,   1.1578,   3.5801,   3.3417,   1.7325,   4.9848,   0.8546,   0.6061,   0.9776,   1.0307,   2.0327,  -0.3727,   5.0057,  -0.8604,  -0.8475,  -4.2986,   1.0134,   1.0501,   0.2053,   2.3762,  -0.8629,   2.7809,   2.1683,   2.0685,   0.3474,  -2.1923,   1.5123,  -1.1225,   2.2936,  -0.4246,   2.5598,   1.3729,   1.5157,   7.5587,   4.6479,  -2.2608,   1.5828,   4.4898,   1.4403,   0.9945,  -1.0997,   4.7642,  -3.2215,   3.2591,  -0.8150,   0.2707,  -1.6109,  -2.4132,   0.7415,   0.6118,   1.0770,   0.1170,  -2.0155,   5.6049
